patternNumber, centre, deltaCentre, fwhm, deltaFwhm, lhwhm, deltaLhwhm, rhwhm, deltaRhwhm, lshape, deltaLshape, rshape, deltaRshape, info
11.0, 11.1122, 0.000151985, 0.02194415, 0.0002428030861624, 0.012174, 0.000176775, 0.00977015, 0.000166445, 1.17192, 0.0225863, 1.31504, 0.0332688, 'SS316L'
12.0, 11.1126, 0.0002871, 0.02218875, 0.0004777934178052, 0.0123952, 0.000346697, 0.00979355, 0.000328767, 1.16936, 0.0544066, 1.23239, 0.0706747, 'SS316L'
14.0, 11.1275, 0.000244572, 0.0255658, 0.0003955190263185, 0.0144384, 0.000287916, 0.0111274, 0.000271182, 1.38209, 0.0511628, 1.44761, 0.0666574, 'SS316L'
15.0, 11.1164, 0.000283896, 0.0245292, 0.0004727365069147, 0.013929, 0.000344861, 0.0106002, 0.000323343, 1.31781, 0.064893, 1.35411, 0.0814276, 'SS316L'
16.0, 11.1144, 0.00043799, 0.0254285, 0.0007708491471131, 0.0141455, 0.000558599, 0.011283, 0.000531202, 1.29581, 0.111788, 1.51889, 0.17982, 'SS316L'
17.0, 11.119, 0.000274318, 0.0229229, 0.0004819735507774, 0.0124199, 0.000348032, 0.010503, 0.000333425, 1.17684, 0.0633032, 1.31959, 0.0893095, 'SS316L'
19.0, 11.1212, 0.000328809, 0.0225958, 0.0005526162155827, 0.0119668, 0.000397211, 0.010629, 0.000384198, 1.0732, 0.055298, 1.25359, 0.0826746, 'SS316L'
20.0, 11.1154, 0.000155244, 0.02275362, 0.0002517076004196, 0.0128153, 0.000183325, 0.00993832, 0.000172478, 1.26383, 0.0296014, 1.37763, 0.0418691, 'SS316L'
21.0, 11.1192, 0.000211969, 0.0265619, 0.0003517119406517, 0.0156263, 0.000258854, 0.0109356, 0.000238109, 1.32531, 0.0430182, 1.34435, 0.0553363, 'SS316L'
22.0, 11.1195, 0.000871753, 0.0270059, 0.0016013160225889, 0.0147027, 0.00115591, 0.0123032, 0.00110819, 1.22318, 0.207665, 1.538, 0.375226, 'SS316L'
23.0, 11.1189, 0.000286511, 0.0262832, 0.0004812481762303, 0.0152333, 0.00035221, 0.0110499, 0.000327945, 1.404, 0.0724455, 1.41743, 0.0901943, 'SS316L'
24.0, 11.1157, 0.000170995, 0.0223057799999999, 0.0002708779024302, 0.0125598, 0.000197923, 0.00974598, 0.000184936, 1.26079, 0.0276154, 1.28514, 0.0338116, 'SS316L'
28.0, 11.1072, 0.000156355, 0.0259029, 0.0002501290732342, 0.0146199, 0.000182154, 0.011283, 0.000171419, 1.3966, 0.0312145, 1.50653, 0.0432985, 'SS316L'
1.0, 12.1077, 0.000127589, 0.01719291, 0.0002024786198219, 0.00970921, 0.000147534, 0.0074837, 0.000138677, 1.33466, 0.0323434, 1.3946, 0.0418528, 'SS316L'
2.0, 12.1076, 6.30259e-05, 0.01676028, 9.966419247312446e-05, 0.00984609, 7.36554e-05, 0.00691419, 6.71404e-05, 1.24993, 0.0125544, 1.23784, 0.0153136, 'SS316L'
3.0, 12.1079, 0.00019934, 0.01744745, 0.0003259129044668, 0.0104322, 0.000241043, 0.00701525, 0.000219357, 1.2049, 0.0415057, 1.13758, 0.0470629, 'SS316L'
4.0, 12.1087, 7.30526e-05, 0.01648196, 0.0001162194459517, 0.00993252, 8.68842e-05, 0.00654944, 7.71887e-05, 1.27328, 0.0149303, 1.19526, 0.0168043, 'SS316L'
5.0, 12.1056, 9.52065e-05, 0.01755263, 0.0001522938478074, 0.0102849, 0.000111808, 0.00726773, 0.000103404, 1.26693, 0.0202225, 1.2535, 0.0246758, 'SS316L'
6.0, 12.1047, 9.8879e-05, 0.01714721, 0.0001575700097892, 0.00978819, 0.000116023, 0.00735902, 0.000106616, 1.24097, 0.0202164, 1.253, 0.0244948, 'SS316L'
8.0, 12.1101, 0.000203018, 0.01831324, 0.0003311955599234, 0.0102454, 0.000240632, 0.00806784, 0.000227567, 1.30571, 0.0556809, 1.3795, 0.0724595, 'SS316L'
9.0, 12.1074, 5.56233e-05, 0.01534764, 8.633054790976366e-05, 0.00857137, 6.32596e-05, 0.00677627, 5.87468e-05, 1.21185, 0.0104098, 1.25497, 0.0129193, 'SS316L'
10.0, 12.1078, 0.000216268, 0.01690402, 0.0003492951553586, 0.00964635, 0.000255206, 0.00725767, 0.000238489, 1.24204, 0.0505316, 1.27577, 0.0639254, 'SS316L'
11.0, 12.1041, 7.36035e-05, 0.01666634, 0.0001144442840834, 0.00937377, 8.39253e-05, 0.00729257, 7.78077e-05, 1.25063, 0.013842, 1.31554, 0.0179933, 'SS316L'
12.0, 12.1071, 0.000179491, 0.01708238, 0.0002936459675868, 0.0098315, 0.000216442, 0.00725088, 0.000198446, 1.23926, 0.0439257, 1.2533, 0.0539012, 'SS316L'
13.0, 12.1088, 0.000301592, 0.0199086, 0.0004959165522787, 0.0111342, 0.000360082, 0.0087744, 0.00034099, 1.34439, 0.0870105, 1.3768, 0.105625, 'SS316L'
14.0, 12.1137, 0.000304606, 0.0215754, 0.0004950481041525, 0.0113426, 0.000354241, 0.0102328, 0.000345812, 1.46952, 0.0985696, 1.74765, 0.151249, 'SS316L'
15.0, 12.1097, 0.00010493, 0.01694029, 0.0001688869721588, 0.00962535, 0.000123982, 0.00731494, 0.000114679, 1.21944, 0.0225718, 1.22508, 0.026877, 'SS316L'
16.0, 12.1088, 7.0634e-05, 0.0169115099999999, 0.0001114872372235, 0.00954508, 8.15313e-05, 0.00736643, 7.60398e-05, 1.30182, 0.0160587, 1.34059, 0.0200663, 'SS316L'
17.0, 12.1062, 9.06863e-05, 0.01830018, 0.000146100386122, 0.00976731, 0.000104939, 0.00853287, 0.000101652, 1.30694, 0.0236556, 1.42224, 0.030775, 'SS316L'
18.0, 12.1043, 0.000186333, 0.01914585, 0.0003062804573589, 0.0104732, 0.000221484, 0.00867265, 0.000211548, 1.35167, 0.058957, 1.45713, 0.0769249, 'SS316L'
19.0, 12.1118, 0.000161791, 0.01774964, 0.0002612987271859, 0.00986597, 0.00019043, 0.00788367, 0.000178923, 1.27565, 0.0392116, 1.34302, 0.0500321, 'SS316L'
20.0, 12.1084, 0.00011907, 0.01630518, 0.0001956597617932, 0.00951199, 0.000143897, 0.00679319, 0.000132576, 1.15881, 0.0258659, 1.23088, 0.0363166, 'SS316L'
21.0, 12.107, 6.13105e-05, 0.0164829, 9.633632368245116e-05, 0.00885553, 6.96856e-05, 0.00762737, 6.65177e-05, 1.23018, 0.012717, 1.34879, 0.0169018, 'SS316L'
22.0, 12.108, 0.000334011, 0.02045268, 0.0005883176759574, 0.0109799, 0.000422038, 0.00947278, 0.00040988, 1.3095, 0.111812, 1.50649, 0.16434, 'SS316L'
23.0, 12.1111, 0.000153383, 0.01815225, 0.0002531469112827, 0.0102832, 0.000184794, 0.00786905, 0.000173016, 1.25055, 0.0394653, 1.29766, 0.050167, 'SS316L'
24.0, 12.1073, 0.000218965, 0.01703978, 0.000356668750201, 0.00959418, 0.000261183, 0.0074456, 0.000242891, 1.18471, 0.0474142, 1.21922, 0.0586124, 'SS316L'
26.0, 12.1087, 0.000267793, 0.01924958, 0.0004429696413976, 0.0120017, 0.000331244, 0.00724788, 0.000294108, 1.44104, 0.0811254, 1.21942, 0.0776738, 'SS316L'
28.0, 12.1065, 5.37474e-05, 0.01777857, 8.510008909401917e-05, 0.0109539, 6.42034e-05, 0.00682467, 5.58565e-05, 1.31088, 0.0103254, 1.21164, 0.0116318, 'SS316L'
1.0, 12.4211, 0.000381807, 0.0220479, 0.0006501497668545, 0.0118419, 0.000470354, 0.010206, 0.000448845, 1.02314, 0.0641743, 1.50504, 0.156587, 'SS316L'
2.0, 12.4253, 0.000231477, 0.0228065, 0.0003913086468058, 0.0126898, 0.000286016, 0.0101167, 0.000267053, 1.0431, 0.0364045, 1.36448, 0.0725271, 'SS316L'
3.0, 12.4249, 0.000150003, 0.01924753, 0.0002381093745193, 0.0105166, 0.000173145, 0.00873093, 0.000163453, 1.17617, 0.0249544, 1.30984, 0.0350887, 'SS316L'
4.0, 12.4245, 0.000143767, 0.02209006, 0.0002314954461776, 0.0127074, 0.000170024, 0.00938266, 0.000157105, 1.2784, 0.0266116, 1.30908, 0.0337443, 'SS316L'
5.0, 12.422, 0.000262591, 0.0218174599999999, 0.0004425764276438, 0.0122803, 0.000323145, 0.00953716, 0.000302409, 1.11273, 0.0488402, 1.36327, 0.0868063, 'SS316L'
6.0, 12.42, 0.000201588, 0.0200578, 0.0003327931340187, 0.0111453, 0.000242843, 0.0089125, 0.000227549, 1.10347, 0.0352713, 1.30373, 0.0572832, 'SS316L'
7.0, 12.4178, 0.000481473, 0.02233438, 0.0008817248348243, 0.0129588, 0.000644875, 0.00937558, 0.000601311, 1.43877, 0.190377, 1.53624, 0.265096, 'SS316L'
8.0, 12.4291, 0.000217871, 0.0225643499999999, 0.0003601818256936, 0.0132556, 0.000265346, 0.00930875, 0.000243562, 1.2688, 0.0453331, 1.29874, 0.0592918, 'SS316L'
9.0, 12.423, 0.000228433, 0.0220261, 0.0003755123700359, 0.0117405, 0.000270893, 0.0102856, 0.000260051, 1.14834, 0.041524, 1.43289, 0.0714479, 'SS316L'
10.0, 12.4237, 0.000379412, 0.02062975, 0.0006306191163182, 0.0111054, 0.000455121, 0.00952435, 0.000436515, 1.11635, 0.0720541, 1.29712, 0.108408, 'SS316L'
11.0, 12.4211, 0.000347557, 0.0214845, 0.0005677970800074, 0.0114422, 0.000333848, 0.0100423, 0.000459281, 1.0, 0.0996514, 1.43508, 0.156888, 'SS316L'
12.0, 12.4246, 0.000397961, 0.0228914, 0.0006731709910342, 0.013295, 0.000492997, 0.0095964, 0.000458381, 1.29735, 0.264318, 1.35128, 0.132319, 'SS316L'
13.0, 12.4271, 0.000741946, 0.0233743, 0.0013409881211587, 0.0132577, 0.000974865, 0.0101166, 0.000920808, 1.41299, 0.07185, 1.58299, 0.394915, 'SS316L'
14.0, 12.4297, 0.000381325, 0.0259203, 0.0006297323289207, 0.0126882, 0.000445278, 0.0132321, 0.000445298, 1.1758, 0.0194065, 1.92163, 0.194733, 'SS316L'
15.0, 12.4243, 0.000116494, 0.02152888, 0.000187527136223, 0.0121891, 0.000137256, 0.00933978, 0.000127778, 1.2072, 0.0306389, 1.29976, 0.0267259, 'SS316L'
16.0, 12.4253, 0.000156804, 0.02069066, 0.0002569193631959, 0.0112866, 0.000186313, 0.00940406, 0.000176904, 1.17269, 0.0108097, 1.41659, 0.050909, 'SS316L'
17.0, 12.4264, 7.22325e-05, 0.02053178, 0.0001172017035293, 0.0115232, 8.56821e-05, 0.00900858, 7.99676e-05, 1.10851, 0.110821, 1.23888, 0.0158954, 'SS316L'
18.0, 12.4289, 0.000425914, 0.0297451, 0.0007631531940901, 0.0183378, 0.000565397, 0.0114073, 0.000512571, 1.38482, 0.0416052, 1.50382, 0.174871, 'SS316L'
19.0, 12.4291, 0.00019316, 0.023199, 0.0003103007758433, 0.0128132, 0.00022486, 0.0103858, 0.000213833, 1.36155, 0.0280984, 1.46258, 0.0552156, 'SS316L'
20.0, 12.423, 0.000172638, 0.02178791, 0.0002853631956735, 0.0120325, 0.000207902, 0.00975541, 0.000195471, 1.09669, 0.03567, 1.32351, 0.0472143, 'SS316L'
21.0, 12.4246, 0.000173268, 0.02113015, 0.0002868765223663, 0.0116841, 0.000208566, 0.00944605, 0.000196973, 1.18467, 0.0247351, 1.35609, 0.0538812, 'SS316L'
23.0, 12.43, 0.000124079, 0.02342255, 0.0001999420032734, 0.0134553, 0.000146593, 0.00996725, 0.000135968, 1.33383, 0.0406463, 1.39176, 0.0325759, 'SS316L'
24.0, 12.4222, 0.000240984, 0.02120906, 0.0003905318834743, 0.0115229, 0.000282943, 0.00968616, 0.000269181, 1.15841, 0.124758, 1.35678, 0.0630236, 'SS316L'
25.0, 12.4289, 0.000610646, 0.0305194, 0.0011533539815312, 0.0181912, 0.000849883, 0.0123282, 0.000779695, 1.17961, 0.0506389, 1.10704, 0.135916, 'SS316L'
26.0, 12.419, 0.000289376, 0.0224205, 0.000474793024955, 0.0124754, 0.000345161, 0.0099451, 0.000326025, 1.16937, 0.0421405, 1.34074, 0.0775946, 'SS316L'
28.0, 12.4215, 0.000215206, 0.0250762, 0.0003543669027491, 0.0143175, 0.000258642, 0.0107587, 0.00024224, 1.26849, 0.063253296, 1.44738, 0.066233, 'SS316L'
